Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Code Couleur,Code Condition,PPI
249.0,Très bon état - Reconditionné,8.0,128.0,Dell,noir,12.0,0,3,0.0
129.9,État correct - Reconditionné,8.0,256.0,Samsung,blanc,15.6,1,4,0.0
250.0,Occasion,4.0,250.0,Apple,gris,13.3,2,5,128.0
181.87,Occasion,16.0,512.0,ASUS,gris,14.0,2,5,157.0
140.0,Occasion,3.0,6.0,ASUS,blanc,15.6,1,5,0.0
179.0,Occasion,6.0,500.0,Toshiba,autre,14.0,10,5,112.0
250.0,Occasion,8.0,250.0,Apple,gris,13.0,2,5,0.0
120.0,Occasion,4.0,512.0,Dell,noir,15.6,0,5,0.0
780.0,Neuf,16.0,1024.0,Apple,gris,13.3,2,0,227.0
189.0,Occasion,2.0,32.0,Lenovo,blanc,11.6,1,5,135.0
220.0,Occasion,8.0,256.0,Lenovo,autre,12.5,10,5,125.0
270.0,Très bon état - Reconditionné,8.0,512.0,DELL,noir,12.0,0,3,0.0
360.0,Très bon état - Reconditionné,8.0,256.0,Lenovo,noir,14.0,0,3,0.0
369.99,Occasion,16.0,256.0,Lenovo,noir,15.0,0,5,147.0
369.56,Occasion,4.0,320.0,DELL,autre,14.0,10,5,0.0
249.0,Très bon état - Reconditionné,8.0,256.0,Dell,noir,14.0,0,3,0.0
295.0,Occasion,24.0,512.0,Lenovo,noir,14.0,0,5,157.0
298.7,Occasion,8.0,500.0,DELL,autre,15.0,10,5,104.0
169.99,Occasion,8.0,256.0,Dell,noir,13.3,0,5,166.0
700.0,Occasion,16.0,512.0,ASUS,noir,13.4,0,5,169.0
409.0,Occasion,8.0,256.0,Apple,gris,12.0,2,5,0.0
520.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,157.0
570.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,0.0
200.0,Occasion,2.0,60.0,Samsung,blanc,11.6,1,5,135.0
209.99,Occasion,8.0,500.0,Dell,marron,17.3,8,5,106.0
900.0,Occasion,16.0,1024.0,PC Specialist,gris,17.3,2,5,0.0
75.84,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,131.0
410.0,Neuf,8.0,256.0,HP,gris,15.0,2,0,0.0
430.0,Occasion,8.0,512.0,HP,gris,14.0,2,5,0.0
69.99,Occasion,4.0,128.0,eMachines,noir,15.6,0,5,100.0
150.0,Occasion,8.0,256.0,HP,autre,14.0,10,5,112.0
2597.34,Occasion,32.0,1024.0,Razer,noir,40.0,0,5,75.0
599.0,Ouvert (jamais utilisé),16.0,512.0,Lenovo,noir,16.0,0,1,142.0
850.0,Neuf,16.0,512.0,Lenovo,noir,13.3,0,0,166.0
993.9,Neuf,8.0,256.0,APPLE,autre,13.0,10,0,232.0
215.0,Occasion,4.0,240.0,Lenovo,noir,12.1,0,5,0.0
829.99,Occasion,16.0,512.0,Apple,gris,16.0,2,5,0.0
249.0,Occasion,8.0,512.0,HP,autre,15.6,10,5,0.0
850.0,Occasion,32.0,2048.0,MSI,autre,15.6,10,5,0.0
205.75,Occasion,8.0,256.0,Panasonic,gris,12.0,2,5,184.0
350.0,Occasion,32.0,512.0,dell précision,gris,15.6,2,5,141.0
190.0,Occasion,8.0,256.0,Apple,gris,13.3,2,5,113.0
90.0,Occasion,6.0,6.0,Lenovo,autre,15.6,10,5,0.0
189.0,Occasion,8.0,0.0,Lenovo,noir,14.1,0,5,0.0
170.0,Occasion,6.0,240.0,HP,gris,15.0,2,5,104.0
431.57,Occasion,2.0,80.0,Dell,autre,14.0,10,5,0.0
699.0,Occasion,16.0,1000.0,Panasonic,autre,10.0,10,5,0.0
199.0,Occasion,8.0,250.0,HP,autre,15.0,10,5,147.0
257.5,Occasion,2.0,160.0,DELL,autre,15.0,10,5,0.0
723.95,Ouvert (jamais utilisé),16.0,512.0,Lenovo,noir,15.0,0,1,147.0
330.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,157.0
1100.0,Occasion,8.0,250.0,Apple,gris,13.0,2,5,232.0
639.99,Neuf,16.0,512.0,HP,gris,15.6,2,0,141.0
692.58,Occasion,16.0,512.0,Lenovo,noir,35.0,0,5,65.0
380.0,Très bon état - Reconditionné,8.0,512.0,Lenovo,noir,14.0,0,3,0.0
160.0,Occasion,16.0,256.0,HP,gris,14.0,2,5,112.0
150.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,157.0
153.9,Occasion,4.0,256.0,Lenovo,autre,15.0,10,5,104.0
949.9,Occasion,64.0,512.0,Lenovo,noir,17.3,0,5,127.0
349.0,Occasion,256.0,256.0,Panasonic,autre,10.1,10,5,218.0
620.0,Occasion,16.0,512.0,ASUS,noir,15.6,0,5,141.0
130.0,Occasion,4.0,256.0,HP,noir,15.6,0,5,100.0
300.0,Occasion,16.0,256.0,Apple,gris,15.0,2,5,0.0
246.17,Occasion,4.0,160.0,DELL,autre,14.0,10,5,0.0
700.0,Ouvert (jamais utilisé),8.0,512.0,Lenovo,bleu,15.6,3,1,141.0
209.0,Occasion,16.0,512.0,Lenovo,noir,12.0,0,5,131.0
295.0,Occasion,4.0,256.0,ASUS,autre,15.6,10,5,0.0
120.0,Occasion,5.0,250.0,Apple,gris,13.3,2,5,113.0
549.0,Occasion,16.0,512.0,Dell,noir,15.6,0,5,100.0
309.0,Très bon état - Reconditionné,32.0,500.0,Dell,noir,14.0,0,3,112.0
190.0,Occasion,8.0,8.0,ASUS,autre,17.0,10,5,108.0
250.0,Occasion,8.0,8.0,Lenovo,noir,14.0,0,5,157.0
240.0,Occasion,8.0,256.0,Dell,autre,15.6,10,5,0.0
734.15,Ouvert (jamais utilisé),16.0,512.0,Lenovo,noir,15.0,0,1,147.0
189.0,Occasion,8.0,0.0,Dell,gris,15.0,2,5,0.0
959.0,Neuf,4.0,1024.0,Panasonic,autre,10.8,10,0,119.0
119.0,Occasion,4.0,0.0,Dell,noir,0.0,0,5,
3342.74,Occasion,16.0,1.0,Sony,noir,12.0,0,5,0.0
513.97,Occasion,8.0,240.0,DELL,autre,15.0,10,5,104.0
386.25,Occasion,4.0,320.0,LENOVO,autre,15.0,10,5,0.0
700.0,Ouvert (jamais utilisé),8.0,256.0,Apple,gris,13.0,2,1,232.0
401.7,Occasion,16.0,500.0,HP,autre,15.0,10,5,0.0
234.84,Occasion,8.0,250.0,DELL,autre,13.0,10,5,0.0
249.0,Occasion,8.0,0.0,Dell,noir,0.0,0,5,inf
599.0,Occasion,8.0,8.0,Apple,gris,13.0,2,5,232.0
150.0,Occasion,6.0,500.0,Acer,noir,14.0,0,5,112.0
12.52,Neuf,,,- Sans marque/Générique -,autre,0.0,10,0,
169.0,Occasion,4.0,500.0,HP,noir,15.0,0,5,104.0
200.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,0.0
70.0,Occasion,1.0,120.0,Acer,autre,15.4,10,5,0.0
210.0,Occasion,8.0,240.0,HP,gris,14.0,2,5,112.0
290.0,Occasion,128.0,128.0,Apple,gris,11.0,2,5,0.0
110.0,Occasion,4.0,1.0,Lenovo,autre,15.6,10,5,0.0
565.47,Occasion,16.0,500.0,DELL,autre,15.0,10,5,147.0
219.0,Occasion,8.0,256.0,Dell,autre,15.6,10,5,0.0
85.0,Occasion,4.0,500.0,HP,noir,17.3,0,5,106.0
259.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,157.0
300.0,Occasion,16.0,256.0,Dell,gris,15.6,2,5,141.0
250.0,Occasion,8.0,480.0,Dell,gris,14.0,2,5,131.0
99.0,Occasion,2.0,512.0,ASUS,bleu,11.6,3,5,0.0
169.99,Occasion,8.0,256.0,Dell,noir,14.0,0,5,0.0
326.3,Occasion,8.0,512.0,Lenovo,noir,13.0,0,5,169.0
279.0,Occasion,4.0,256.0,Lenovo,noir,12.5,0,5,125.0
45.0,Occasion,1.0,0.0,Lenovo,noir,15.6,0,5,0.0
450.0,Occasion,32.0,128.0,Acer,noir,15.6,0,5,141.0
185.0,Occasion,256.0,256.0,Apple,autre,13.0,10,5,0.0
499.0,Occasion,8.0,256.0,HP,gris,14.1,2,5,0.0
299.9,Occasion,8.0,240.0,Samsung,blanc,15.6,1,5,0.0
650.0,Occasion,32.0,512.0,ASUS,autre,17.3,10,5,127.0
399.0,Occasion,8.0,256.0,ASUS,autre,14.0,10,5,157.0
170.0,Occasion,4.0,1024.0,Dell,noir,15.6,0,5,100.0
200.0,Occasion,4.0,250.0,HP,blanc,17.0,1,5,0.0
35.9,Occasion,8.0,300.0,Dell,noir,35.0,0,5,45.0
350.0,Occasion,3.0,128.0,Microsoft,autre,12.3,10,5,0.0
446.0,Occasion,16.0,512.0,LENOVO,autre,14.0,10,5,0.0
300.0,Occasion,8.0,128.0,HP,gris,14.1,2,5,156.0
499.0,Occasion,8.0,500.0,HP,autre,15.0,10,5,0.0
690.0,Occasion,8.0,512.0,HP,gris,12.3,2,5,267.0
340.0,Très bon état - Reconditionné,16.0,256.0,Lenovo,gris,14.0,2,3,0.0
449.0,Occasion,8.0,256.0,Apple,gris,12.0,2,5,0.0
200.0,Occasion,256.0,256.0,HP,autre,13.0,10,5,0.0
129.0,Occasion,4.0,256.0,Toshiba,noir,13.0,0,5,121.0
460.0,Occasion,16.0,1024.0,Intel,noir,15.6,0,5,141.0
690.0,Occasion,16.0,1536.0,Lenovo,bleu,15.6,3,5,141.0
24.95,Neuf,6.0,1024.0,- Sans marque/Générique -,gris,14.0,2,0,162.0
249.5,Occasion,8.0,1000.0,LENOVO,autre,12.0,10,5,0.0
250.0,Occasion,16.0,256.0,Dell,noir,13.0,0,5,0.0
400.0,Occasion,20.0,1024.0,ASUS,gris,15.6,2,5,141.0
100.0,Occasion,8.0,500.0,Dell,gris,14.0,2,5,131.0
550.0,Occasion,8.0,1024.0,ASUS,bleu,13.3,3,5,166.0
659.0,Occasion,4.0,1000.0,Panasonic,autre,10.8,10,5,119.0
195.6,Occasion,4.0,64.0,Microsoft,gris,10.5,2,5,220.0
299.0,État correct - Reconditionné,8.0,250.0,Dell,autre,12.5,10,4,176.0
279.0,Occasion,8.0,500.0,Lenovo,noir,12.5,0,5,125.0
125.0,Occasion,8.0,297.0,HP,gris,14.0,2,5,157.0
1149.0,Occasion,16.0,512.0,MSI,noir,15.6,0,5,141.0
828.12,Occasion,16.0,2000.0,Dell,autre,15.0,10,5,147.0
560.0,Occasion,32.0,100.0,Lenovo,autre,15.6,10,5,0.0
256.47,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
170.0,Occasion,4.0,240.0,HP,autre,15.6,10,5,0.0
700.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
369.92,Occasion,16.0,512.0,Lenovo,autre,14.4,10,5,153.0
169.0,Occasion,4.0,300.0,HP,noir,15.6,0,5,0.0
591.5,Occasion,8.0,512.0,Samsung,autre,15.0,10,5,147.0
204.97,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
97.67,Occasion,4.0,128.0,Acer,autre,0.0,10,5,
150.0,Occasion,8.0,480.0,Dell,gris,14.0,2,5,112.0
270.0,Très bon état - Reconditionné,16.0,256.0,DELL,noir,12.0,0,3,0.0
180.0,Occasion,4.0,500.0,Samsung,autre,15.6,10,5,0.0
228.46,Occasion,4.0,256.0,Panasonic,gris,7.2,2,5,200.0
600.0,Neuf,256.0,256.0,HP,autre,15.6,10,0,0.0
912.0,État correct - Reconditionné,16.0,256.0,Apple,autre,13.0,10,4,232.0
420.0,Occasion,16.0,512.0,Dell,gris,17.3,2,5,0.0
150.0,Occasion,6.0,256.0,HP,autre,12.0,10,5,0.0
655.0,Occasion,16.0,512.0,Acer,noir,15.6,0,5,141.0
200.0,Occasion,8.0,256.0,Dell,gris,13.0,2,5,169.0
866.0,État correct - Reconditionné,8.0,256.0,Apple,gris,13.0,2,4,232.0
866.0,État correct - Reconditionné,8.0,256.0,Apple,gris,13.0,2,4,232.0
2183.45,Occasion,8.0,256.0,Panasonic,autre,10.0,10,5,0.0
429.0,Occasion,16.0,256.0,Dell,noir,14.0,0,5,157.0
9.48,Neuf,,,- Sans marque/Générique -,autre,0.0,10,0,
399.0,État correct - Reconditionné,16.0,500.0,Dell,autre,14.0,10,4,157.0
300.0,Occasion,16.0,256.0,Dell,gris,15.6,2,5,141.0
330.0,État correct - Reconditionné,16.0,512.0,HP,gris,13.0,2,4,0.0
165.48,Occasion,8.0,256.0,HP,gris,14.0,2,5,112.0
257.5,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
599.9,Occasion,16.0,1024.0,ASUS ROG,noir,15.6,0,5,141.0
139.0,Occasion,4.0,120.0,HP,noir,15.6,0,5,0.0
359.0,Occasion,8.0,256.0,Microsoft,gris,13.5,2,5,201.0
600.0,Occasion,16.0,500.0,Apple,gris,13.0,2,5,232.0
477.31,Occasion,8.0,256.0,Panasonic,gris,10.0,2,5,220.0
661.98,Occasion,16.0,512.0,Lenovo,autre,16.0,10,5,142.0
259.0,Très bon état - Reconditionné,32.0,256.0,Dell,noir,14.0,0,3,0.0
159.0,Très bon état - Reconditionné,8.0,180.0,Lenovo,noir,14.0,0,3,112.0
190.0,Occasion,4.0,500.0,Apple,autre,11.0,10,5,0.0
194.38,Occasion,4.0,256.0,Panasonic,gris,7.2,2,5,200.0
279.0,Occasion,8.0,,HP,gris,17.3,2,5,127.0
490.0,Occasion,16.0,16.0,Apple,autre,15.4,10,5,129.0
912.0,État correct - Reconditionné,16.0,256.0,Apple,autre,13.0,10,4,232.0
47.62,Occasion,4.0,500.0,Lenovo,noir,29.0,0,5,54.0
250.0,Occasion,8.0,250.0,Dell,autre,15.6,10,5,0.0
349.9,Occasion,8.0,500.0,ASUS,blanc,17.3,1,5,0.0
225.0,État correct - Reconditionné,8.0,240.0,HP,gris,14.0,2,4,112.0
80.0,Occasion,6.0,320.0,Lenovo,noir,14.0,0,5,112.0
120.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,0.0
590.0,Ouvert (jamais utilisé),16.0,512.0,ASUS,autre,15.6,10,1,0.0
825.03,Occasion,8.0,500.0,DELL,autre,17.0,10,5,0.0
500.0,Occasion,16.0,1024.0,Lenovo,noir,15.6,0,5,141.0
169.0,Occasion,256.0,256.0,Dell,noir,15.6,0,5,0.0
431.88,Occasion,8.0,256.0,Panasonic,autre,10.3,10,5,214.0
231.75,Occasion,2.0,160.0,DELL,autre,15.0,10,5,0.0
450.0,Occasion,8.0,256.0,Dell,noir,15.0,0,5,0.0
431.57,Occasion,2.0,80.0,DELL,autre,14.0,10,5,108.0
890.0,Occasion,16.0,512.0,MSI,noir,15.6,0,5,141.0
175.0,Occasion,4.0,320.0,ASUS,autre,16.0,10,5,0.0
135.0,Occasion,8.0,250.0,HP Pavilion,gris,17.3,2,5,106.0
349.17,Occasion,4.0,250.0,DELL,autre,14.0,10,5,0.0
80.0,Occasion,4.0,500.0,Toshiba,noir,15.6,0,5,100.0
1179.99,Occasion,32.0,1024.0,ASUS,gris,15.6,2,5,141.0
219.0,Occasion,8.0,256.0,Dell,autre,14.0,10,5,112.0
430.0,Occasion,256.0,256.0,Microsoft,rose,12.0,7,5,154.0
330.0,Occasion,256.0,256.0,Apple,gris,13.0,2,5,232.0
249.99,Occasion,8.0,0.0,Acer,noir,17.3,0,5,106.0
299.0,État correct - Reconditionné,8.0,256.0,Lenovo,noir,14.0,0,4,157.0
307.76,Occasion,8.0,240.0,DELL,autre,12.0,10,5,131.0
310.0,Très bon état - Reconditionné,8.0,512.0,HP,gris,13.0,2,3,0.0
400.0,État correct - Reconditionné,8.0,512.0,Lenovo,noir,15.0,0,4,0.0
269.9,Occasion,8.0,250.0,HP,blanc,15.6,1,5,0.0
82.99,Occasion,4.0,240.0,Dell,noir,14.0,0,5,112.0
500.0,Neuf,16.0,256.0,Lenovo,noir,14.0,0,0,157.0
269.0,État correct - Reconditionné,8.0,250.0,Dell,autre,14.0,10,4,157.0
849.0,Occasion,8.0,512.0,Panasonic,gris,13.3,2,5,96.0
1750.0,Neuf,32.0,2048.0,Intel,autre,16.0,10,0,0.0
445.0,Occasion,8.0,500.0,HP,gris,15.0,2,5,0.0
549.9,Occasion,16.0,1024.0,Acer,noir,17.3,0,5,127.0
200.0,État correct - Reconditionné,8.0,256.0,Dell,autre,14.1,10,4,0.0
39.0,Occasion,32.0,512.0,Apple,autre,14.2,10,5,0.0
299.9,Occasion,8.0,128.0,Acer,noir,15.6,0,5,0.0
270.0,Occasion,8.0,,Lenovo,noir,14.0,0,5,210.0
158.4,Occasion,8.0,128.0,Apple,gris,13.3,2,5,128.0
800.0,Neuf,16.0,512.0,Lenovo,gris,13.0,2,0,0.0
168.0,Occasion,8.0,256.0,Dell,autre,12.5,10,5,125.0
224.91,Occasion,8.0,240.0,Lenovo,autre,12.5,10,5,125.0
629.19,Ouvert (jamais utilisé),8.0,512.0,Acer,gris,17.3,2,1,127.0
912.0,État correct - Reconditionné,16.0,256.0,Apple,autre,13.0,10,4,232.0
1090.0,Occasion,32.0,2048.0,Lenovo,autre,16.0,10,5,189.0
579.0,État correct - Reconditionné,32.0,1024.0,HP,autre,15.6,10,4,141.0
300.0,Ouvert (jamais utilisé),4.0,1024.0,Toshiba,blanc,17.3,1,1,0.0
480.0,Occasion,16.0,1.25,CLEVO,noir,15.6,0,5,141.0
387.5,Occasion,16.0,512.0,ASUS,noir,15.0,0,5,147.0
299.0,Très bon état - Reconditionné,16.0,1024.0,Dell,noir,15.0,0,3,104.0
272.44,Occasion,8.0,256.0,Fujitsu,gris,15.0,2,5,147.0
463.5,Occasion,4.0,320.0,DELL,autre,13.0,10,5,0.0
150.0,Occasion,4.0,320.0,Samsung,autre,16.0,10,5,0.0
149.0,Occasion,,,Dell,noir,14.0,0,5,112.0
719.0,Occasion,16.0,512.0,Lenovo,autre,14.0,10,5,157.0
350.0,Occasion,8.0,512.0,Acer,gris,14.0,2,5,0.0
1560.36,Neuf,8.0,256.0,Apple,gris,13.0,2,0,232.0
249.99,Occasion,256.0,256.0,Lenovo,autre,13.0,10,5,0.0
179.9,Très bon état - Reconditionné,8.0,256.0,Dell,noir,14.0,0,3,0.0
350.0,Occasion,32.0,512.0,Dell,gris,15.6,2,5,141.0
600.23,Occasion,16.0,512.0,HP,gris,35.0,2,5,65.0
420.0,Très bon état - Reconditionné,8.0,512.0,Lenovo,noir,15.0,0,3,0.0
240.0,Occasion,4.0,240.0,Dell,autre,15.0,10,5,0.0
699.99,Occasion,32.0,32.0,Lenovo,noir,15.6,0,5,141.0
165.34,Occasion,8.0,256.0,HP,gris,14.0,2,5,157.0
399.0,Ouvert (jamais utilisé),8.0,1024.0,Lenovo,gris,15.6,2,1,141.0
279.99,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
513.15,Occasion,16.0,250.0,Lenovo,noir,14.0,0,5,157.0
249.9,Occasion,8.0,500.0,HP,blanc,15.6,1,5,0.0
250.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,0.0
309.0,Occasion,8.0,256.0,Dell,autre,12.0,10,5,131.0
179.0,Occasion,4.0,448.0,Dell,noir,15.6,0,5,100.0
189.9,Très bon état - Reconditionné,16.0,512.0,HP,gris,12.5,2,3,0.0
407.95,Occasion,16.0,256.0,Lenovo,noir,14.0,0,5,157.0
119.0,Occasion,512.0,80.0,Sony,autre,15.4,10,5,0.0
900.0,Occasion,32.0,512.0,HP,gris,13.3,2,5,170.0
254.95,Occasion,8.0,128.0,Lenovo,autre,12.0,10,5,184.0
200.0,Très bon état - Reconditionné,8.0,256.0,Dell,gris,14.0,2,3,112.0
386.25,Occasion,4.0,320.0,LENOVO,autre,15.0,10,5,0.0
450.0,Occasion,16.0,1024.0,Acer,noir,15.6,0,5,141.0
180.0,Occasion,8.0,500.0,Lenovo,autre,12.5,10,5,125.0
299.0,Occasion,16.0,0.0,HP,noir,15.6,0,5,100.0
170.0,Occasion,8.0,1024.0,ASUS,noir,15.6,0,5,0.0
229.0,Occasion,8.0,256.0,Acer,autre,15.6,10,5,0.0
257.5,Occasion,4.0,250.0,Dell,autre,15.0,10,5,0.0
450.0,Occasion,8.0,8.0,Lenovo,gris,13.3,2,5,166.0
393.66,Occasion,8.0,1024.0,HP,autre,15.6,10,5,0.0
931.0,Parfait état - Reconditionné,16.0,512.0,Apple,gris,13.0,2,2,232.0
690.0,Occasion,16.0,1024.0,Apple,gris,13.3,2,5,227.0
999.0,Neuf,16.0,1024.0,Apple,gris,13.3,2,0,0.0
605.03,Occasion,32.0,512.0,Dell,gris,15.6,2,5,141.0
700.0,Occasion,8.0,1024.0,ASUS,autre,17.3,10,5,0.0
400.0,État correct - Reconditionné,16.0,256.0,Lenovo,noir,15.0,0,4,0.0
129.0,Occasion,8.0,256.0,HP,gris,16.0,2,5,0.0
490.0,Occasion,16.0,250.0,Apple,gris,13.0,2,5,232.0
219.5,Occasion,8.0,240.0,LENOVO,autre,12.0,10,5,0.0
595.0,Neuf,8.0,512.0,HP,gris,15.6,2,0,141.0
386.25,Occasion,4.0,320.0,LENOVO,autre,15.0,10,5,0.0
649.99,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
449.0,Occasion,8.0,512.0,HP,gris,14.0,2,5,0.0
290.0,Occasion,8.0,480.0,ASUS,autre,15.6,10,5,100.0
429.0,Très bon état - Reconditionné,32.0,1024.0,Lenovo,noir,15.0,0,3,147.0
299.0,Occasion,256.0,256.0,Lenovo,autre,14.0,10,5,0.0
489.99,Neuf,64.0,1024.0,Lenovo,noir,15.0,0,0,109.0
1185.0,Occasion,16.0,1024.0,NVIDIA,noir,17.3,0,5,127.0
334.99,Occasion,4.0,,Apple,gris,13.0,2,5,116.0
600.0,Ouvert (jamais utilisé),16.0,1024.0,MSI,noir,15.6,0,1,141.0
555.17,Occasion,16.0,250.0,HP,autre,15.0,10,5,0.0
700.0,Occasion,16.0,1024.0,ASUS,gris,14.0,2,5,157.0
400.0,Occasion,8.0,320.0,DELL,gris,13.3,2,5,0.0
450.0,Occasion,8.0,1126.4,Acer,noir,15.6,0,5,141.0
276.99,Occasion,8.0,256.0,Lenovo,noir,15.6,0,5,141.0
169.0,Occasion,8.0,0.0,Acer,noir,15.0,0,5,0.0
179.0,Occasion,8.0,256.0,Lenovo,noir,15.6,0,5,0.0
259.0,État correct - Reconditionné,8.0,256.0,HP,autre,13.3,10,4,166.0
219.16,Occasion,8.0,256.0,Lenovo,autre,12.5,10,5,176.0
145.0,Occasion,8.0,256.0,HP,autre,14.0,10,5,0.0
650.0,Occasion,64.0,512.0,Lenovo,noir,14.0,0,5,0.0
179.0,Occasion,0.0,0.0,HP,gris,12.0,2,5,0.0
709.0,État correct - Reconditionné,16.0,250.0,Dell,autre,17.3,10,4,127.0
209.11,État correct - Reconditionné,8.0,480.0,Fujitsu,autre,13.0,10,4,121.0
170.0,Occasion,4.0,120.0,Apple,autre,13.0,10,5,0.0
259.9,Occasion,8.0,500.0,HP,noir,17.3,0,5,0.0
135.0,Occasion,8.0,1024.0,Lenovo,noir,14.0,0,5,131.0
574.66,Occasion,32.0,512.0,Lenovo,noir,15.6,0,5,141.0
219.0,Très bon état - Reconditionné,16.0,512.0,Dell,noir,12.0,0,3,0.0
360.5,Occasion,4.0,240.0,HP,autre,15.0,10,5,147.0
289.0,État correct - Reconditionné,8.0,,Lenovo,noir,15.0,0,4,0.0
120.0,Occasion,8.0,128.0,Lenovo,gris,10.1,2,5,149.0
931.0,Parfait état - Reconditionné,16.0,512.0,Apple,gris,13.0,2,2,232.0
168.76,Occasion,8.0,256.0,HP,gris,14.0,2,5,112.0
309.99,Neuf,4.0,128.0,Lenovo,autre,15.6,10,0,0.0
99.9,Occasion,8.0,1024.0,Lenovo,autre,17.3,10,5,0.0
90.0,Occasion,2.0,250.0,Acer,bleu,17.3,3,5,106.0
328.57,Occasion,1.0,40.0,ACER,autre,15.0,10,5,101.0
699.0,Occasion,128.0,128.0,Apple,gris,13.3,2,5,0.0
140.0,Neuf,2.0,32.0,Danew,gris,10.1,2,0,149.0
257.5,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
369.9,Occasion,8.0,500.0,MSI,gris,17.3,2,5,0.0
199.99,Occasion,8.0,500.0,HP,marron,15.6,8,5,0.0
199.0,Très bon état - Reconditionné,12.0,250.0,HP,gris,15.0,2,3,0.0
65.0,Occasion,500.0,30.0,Ei System,bleu,11.5,3,5,0.0
550.0,Occasion,512.0,512.0,Huawei,gris,16.0,2,5,0.0
228.0,Occasion,8.0,1024.0,Sony,blanc,15.6,1,5,100.0
256.47,Occasion,4.0,160.0,DELL,autre,15.0,10,5,0.0
1223.66,Neuf,16.0,512.0,Lenovo,noir,35.0,0,0,63.0
627.27,Occasion,8.0,240.0,DELL,autre,12.0,10,5,131.0
499.0,Occasion,16.0,1126.4,HP,gris,13.3,2,5,166.0
65.0,Occasion,3.0,128.0,HP,gris,14.0,2,5,0.0
490.0,Occasion,16.0,512.0,ASUS,gris,14.5,2,5,152.0
1269.78,Neuf,16.0,512.0,HP,gris,40.0,2,0,55.0
250.0,Occasion,8.0,512.0,HP,gris,13.3,2,5,166.0
150.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,0.0
289.0,Très bon état - Reconditionné,16.0,256.0,Lenovo,autre,14.0,10,3,157.0
279.0,Très bon état - Reconditionné,32.0,256.0,Dell,noir,14.0,0,3,112.0
360.0,Très bon état - Reconditionné,16.0,512.0,Lenovo,gris,14.0,2,3,0.0
670.0,Occasion,16.0,512.0,ASUS,noir,15.0,0,5,147.0
300.0,Très bon état - Reconditionné,8.0,256.0,HP,gris,13.0,2,3,0.0
169.99,Occasion,4.0,256.0,Dell,noir,14.0,0,5,0.0
349.0,Très bon état - Reconditionné,8.0,500.0,HP,autre,14.0,10,3,157.0
179.0,Occasion,8.0,240.0,Lenovo,noir,12.0,0,5,0.0
280.57,Occasion,4.0,240.0,HP,autre,15.0,10,5,104.0
160.0,Occasion,4.0,120.0,HP,autre,14.0,10,5,0.0
366.93,Occasion,16.0,256.0,Lenovo,noir,14.0,0,5,157.0
600.0,Occasion,40.0,512.0,Acer,noir,18.0,0,5,122.0
310.0,État correct - Reconditionné,16.0,256.0,Lenovo,gris,13.0,2,4,0.0
349.0,Très bon état - Reconditionné,16.0,512.0,HP,gris,13.0,2,3,169.0
449.91,Occasion,8.0,500.0,HP,autre,13.0,10,5,169.0
499.0,Occasion,32.0,500.0,DELL,autre,15.6,10,5,0.0
590.0,Neuf,16.0,16.0,HP,gris,17.3,2,0,127.0
410.97,Occasion,4.0,240.0,Asus,autre,15.0,10,5,0.0
250.0,Occasion,256.0,256.0,Intel,gris,15.6,2,5,141.0
350.2,Occasion,4.0,240.0,HP,autre,15.0,10,5,104.0
90.0,Occasion,8.0,256.0,Dell,noir,13.3,0,5,117.0
299.0,Occasion,8.0,128.0,Apple,gris,13.3,2,5,0.0
280.0,Occasion,8.0,256.0,Panasonic,gris,10.1,2,5,224.0
1000.0,Occasion,32.0,1024.0,Dell,gris,2023.17,2,5,1.0
340.0,Très bon état - Reconditionné,8.0,512.0,Lenovo,gris,14.0,2,3,0.0
199.0,Occasion,256.0,256.0,Lenovo,autre,13.0,10,5,0.0
1137.91,Ouvert (jamais utilisé),16.0,1024.0,ASUS,noir,40.0,0,1,57.0
120.0,Occasion,4.0,1.0,ASUS,autre,14.0,10,5,0.0
679.8,Occasion,8.0,500.0,DELL,autre,17.0,10,5,0.0
50.0,Occasion,256.0,10.0,Dell,autre,14.0,10,5,0.0
579.99,Occasion,32.0,1024.0,HP,autre,13.0,10,5,0.0
1400.0,Occasion,32.0,1024.0,ASUS,autre,14.0,10,5,0.0
3000.0,Occasion,64.0,8.0,Alienware,blanc,17.3,1,5,127.0
