ID,Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Résolution,Date de publication
v1|375458359652|644401656127,339.95,Neuf,8 Go,256 Go,- Sans marque/Générique -,Noir,"15,6""",1920 x 1080,2024-05-30T13:57:03.000Z
v1|186754834462|0,35.00,Occasion,1 Go,sans,Dell,,"15,4""",,2024-10-30T12:12:40.000Z
v1|126827410839|0,320.00,Occasion,16 Go,1 To,ASUS,noir et rouge,"17,3""",1920 x 1080,2024-12-12T15:28:42.000Z
v1|394452947857|0,189.00,Occasion,8 Go,256 Go,HP,Gris,"13""",,2023-02-08T16:01:33.000Z
v1|116396127715|0,220.00,Très bon état - Reconditionné,16 Go,256 Go,DELL,Noir,"12""",,2024-11-18T18:33:20.000Z
v1|186819272542|0,124.90,État correct - Reconditionné,8 Go,256 Go,Lenovo,Noir,"15,6""",,2024-12-01T15:08:08.000Z
v1|384932472845|0,79.99,Occasion,4 Go,320 Go,Dell,,"13,3""",,2022-06-05T15:15:21.000Z
v1|176516698129|0,60.00,Occasion,6 Go,320 Go,ASUS,,"17,3""",,2024-08-10T12:13:07.000Z
v1|365232725054|0,580.00,Occasion,8 Go,256 Go,Apple,Gris,"13""",2560 x 1600,2024-11-15T12:09:26.000Z
v1|156064442352|0,109.00,Occasion,256 Go,256 Go,Lenovo,Noir,"15.6""",1366 x 768,2024-02-15T15:22:29.000Z
v1|167172061471|0,129.90,État correct - Reconditionné,8 Go,256 Go,HP,Gris,"15,6""",,2024-12-12T20:27:15.000Z
v1|286207414953|0,299.00,Très bon état - Reconditionné,8 Go,SSD 512,HP,Argent,"13.3""",1920 x 1080,2024-12-10T01:24:01.000Z
v1|394335760064|0,199.00,Occasion,8 Go,256 Go,HP,,"14""",,2022-11-15T17:09:03.000Z
v1|355983731689|0,650.00,Occasion,16 Go,512 Go,HP,Noir,"16,1""",1920 x 1080,2024-08-25T04:57:12.000Z
v1|186739042760|0,45.00,Occasion,4 Go,120 Go,NEC,Argenté,"15,4""",,2024-10-20T10:15:14.000Z
v1|305229521439|0,289.00,Occasion,16 Go,256 Go,Toshiba,Argenté,"13,3""",1920 x 1080,2023-10-26T14:07:58.000Z
v1|356085617602|0,100.00,Occasion,4 Go,0,HP,Rouge,"11,6""",1366 x 768,2024-09-25T10:29:37.000Z
v1|356328529614|0,2899.00,Neuf,64 Go,2 To,Apple,,"16""",,2024-12-01T16:34:47.000Z
v1|387690470873|0,430.00,Occasion,512 Go,512 Go,HP,Argenté,"14,1""",1920 x 1080,2024-12-04T02:40:17.000Z
v1|395969479785|0,170.00,Occasion,4 GB,128GB,Apple,,"13""",,2024-12-05T10:38:32.000Z
v1|267095126837|0,889.00,Neuf,16 Go,512 Go,HP,Gris,"16""",,2024-12-12T08:30:53.000Z
v1|375456791917|644399979031,29.95,Neuf,8 Go,256 Go,- Sans marque/Générique -,Gris,"14,1""",1920 x 1080,2024-05-29T15:18:13.000Z
v1|395855150825|0,69.90,Occasion,4 Go,500 Go,Toshiba,Blanc,"15,6""",1366 x 768,2024-11-01T16:20:31.000Z
v1|286211338380|0,399.90,Occasion,16 Go,256 Go,Lenovo,Noir,"14""",1366 x 768,2024-12-12T12:13:48.000Z
v1|335732434998|0,700.00,Occasion,8Go,512 Go,Apple,Doré,"13""",2560x1600,2024-12-16T14:36:29.000Z
v1|387737893100|0,299.00,Occasion,16 Go,256 Go,Lenovo,Noir,"15,6""",1920 x 1080,2024-12-17T16:18:08.000Z
v1|167181359012|0,134.90,État correct - Reconditionné,8 Go,256 Go,Lenovo,Noir,"14""",,2024-12-16T10:40:16.000Z
v1|156578573728|0,150.00,Occasion,8 Go,256 Go,Dell,Argenté,"15,6""",,2024-12-12T20:50:24.000Z
v1|335519519130|0,400.00,Occasion,32 Go,256 Go,Acer,Noir,"15,6""",1920 x 1440,2024-08-06T12:18:45.000Z
v1|156557351708|0,459.99,Neuf,8 Go,512 Go,ASUS,,"15,6""",,2024-12-02T14:20:58.000Z
v1|375871634557|0,370.00,Occasion,16 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080,2024-12-17T18:12:08.000Z
v1|146006179360|0,239.00,Occasion,16 Go,4 Go,Dell,,"15,6""",1920 x 1080,2024-09-06T06:16:49.000Z
v1|335716524135|0,250.00,Occasion,16 Go,512 Go,Dell,Argenté,"14""",,2024-12-07T19:31:19.000Z
v1|365168137615|0,399.00,Occasion,16 Go,240 Go,ASUS,Bleu,"13,3""",3840 x 2160,2024-10-09T10:50:46.000Z
v1|356369017200|0,199.00,Très bon état - Reconditionné,8 Go,256 Go,Lenovo,Noir,"13,3""",,2024-12-12T19:27:12.000Z
v1|286215849248|0,249.00,Occasion,16 Go,256 Go,HP,,"14""",1920 x 1080,2024-12-15T02:11:26.000Z
v1|296882402139|0,650.00,Occasion,64 Go,512,HP,,"15,6""",1920 x 1080,2024-12-15T12:13:55.000Z
v1|176047484282|0,140.00,Occasion,8 Go,128 Go,Dell,,"11,6""",,2023-11-21T15:41:46.000Z
v1|226428370617|0,170.00,Occasion,12 Go,512 Go,Lenovo,Noir,"14""",,2024-11-01T23:15:33.000Z
v1|256563907510|0,235.00,Occasion,4 Go,500 Go,HP,Gris,"13,3""",1366 x 768,2024-07-05T13:53:01.000Z
v1|316044954200|0,249.00,Parfait état - Reconditionné,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-12-12T10:00:52.000Z
v1|196893767549|0,240.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-12-14T10:14:48.000Z
v1|226485701855|0,1350.00,Occasion,32 Go,1 To,Apple,Gris,"16""",,2024-12-07T17:51:45.000Z
v1|256563891324|0,140.00,Occasion,4 Go,500 Go,HP,Noir,"15,3""",1366 x 768,2024-07-05T13:26:30.000Z
v1|116389581191|0,250.00,Occasion,6 Go,1 To,AMD,,"17""",,2024-11-12T18:57:23.000Z
v1|166881168179|0,130.00,Occasion,4 Go DDR4 Samsung,240Go,HP,,"15,6""",,2024-07-22T14:12:54.000Z
v1|387533254697|0,360.00,Occasion,8 Go,128 Go,Apple,Gris,"13""",,2024-10-24T23:13:07.000Z
v1|387432404002|0,350.00,Occasion,16 Go,1 To,ASUS,Multicouleur,"15,6""",1920 x 1080,2024-09-29T08:35:08.000Z
v1|286193138568|0,215.00,Occasion,10 Go,1 To,ASUS,Noir,"17,3""",1600 x 900,2024-12-01T16:11:29.000Z
v1|116406267035|0,360.00,Très bon état - Reconditionné,16 Go,512 Go,Lenovo,Gris,"13""",,2024-11-29T15:06:09.000Z
v1|167072015253|0,270.00,Occasion,16 Go,250 Go,Dell,,"13,3""",1920 x 1080,2024-11-07T18:50:58.000Z
v1|196893018814|0,69.98,Occasion,8 Go,Non Fourni,Dell,,"15,6""",,2024-12-13T21:57:37.000Z
v1|186753673917|0,750.00,Occasion,sans ram,sans ssd,Dell,Noir,"14""",1920 x 1080,2024-10-29T16:44:25.000Z
v1|285912635945|0,209.90,Occasion,8 Go,256 Go,Panasonic,Noir/Gris,"10""",1920 x 1080,2024-06-16T07:19:38.000Z
v1|315531847030|0,800.00,Occasion,32 Go,1 To,ASUS,Noir,"17,3""",1920 x 1080,2024-07-08T17:33:45.000Z
v1|176701898297|0,275.00,Occasion,8 Go,256 Go,Lenovo,,"14""",,2024-11-24T22:48:59.000Z
v1|226251145857|0,320.00,Occasion,24 Go,1 To,HP,,"17""",,2024-07-19T12:14:18.000Z
v1|126828604650|0,400.00,Occasion,8 Go,256 Go,Apple,Argenté,"13,3""",,2024-12-13T08:54:46.000Z
v1|267074563360|0,120.00,Occasion,2 Go,120 Go,Acer,,"17,3""",,2024-11-23T17:13:05.000Z
v1|176614850658|0,1099.00,Ouvert (jamais utilisé),16Go de RAM LPDDR5X,1 To,ASUS,Noir,"13,3""","3K (2880x1800), 16:10, 60 Hz",2024-10-06T19:37:34.000Z
v1|387459255508|0,62.40,Occasion,DDR3 SDRAM SO-DIMM,256 Go,Dell,Noir,"14 Zoll (35,6 cm)",1920 x 1080,2024-10-08T09:10:13.000Z
v1|126501936158|0,90.00,Occasion,4 Go,500 Go,Samsung,Marron,"15,6""",1366 x 768,2024-05-27T12:24:39.000Z
v1|196852683529|0,320.00,Occasion,8 Go,512 Go,ASUS,Gris,"15""",1920 x 1080,2024-11-27T17:49:20.000Z
v1|276782485548|0,70.00,Occasion,4Go,1TB,Acer,Noir,"15,6""",,2024-12-17T13:48:54.000Z
v1|387720582432|0,380.00,Occasion,16 Go,1 To,Apple,Gris,"13""",,2024-12-12T12:44:26.000Z
v1|305972488643|0,280.00,Occasion,8 Go,256 Go,Dell,,"15,6""",,2024-12-13T08:27:00.000Z
v1|186752029276|0,54.00,Occasion,4 Go,32 Go,Dell,Noir,"11,6""",1366 x 768,2024-10-28T14:47:54.000Z
v1|126825281182|0,80.00,Occasion,8 Go,250 Go,Lenovo,Noir,"15,6""",1366 x 768,2024-12-11T10:41:02.000Z
v1|226425921070|0,360.00,Occasion,16 Go,256 Go,Apple,Argenté,"15,4""",,2024-10-31T10:30:21.000Z
v1|126835476353|0,119.00,Occasion,16 Go,256 Go,HP,Noir,"13,3""",1366 x 768,2024-12-17T10:52:46.000Z
v1|326151293185|0,109.00,Occasion,4 Go,320 Go,Lenovo,,"14""",1366 x 786,2024-06-04T12:32:15.000Z
v1|186655309736|0,60.00,Occasion,4 Go,32 Go,Dell,Noir,"11,6""",1366 x 768,2024-08-26T21:16:45.000Z
v1|126827211100|0,140.00,Occasion,8 Go,128 Go,Apple,Argenté,"13,3""",1440 x 900,2024-12-12T13:02:21.000Z
v1|196850246234|0,140.00,Occasion,8 Go,512 Go,Dell,,"12""",,2024-11-26T19:07:11.000Z
v1|375421405725|0,199.00,Occasion,256 Go,256 Go,Dell,Noir,"14""",,2024-05-10T08:36:09.000Z
v1|387459113679|0,152.64,Occasion,DDR4 SDRAM SO-DIMM,512 Go,Dell,Noir,"13,3 Zoll (33,8 cm)",1920x1080,2024-10-08T08:21:38.000Z
v1|256713077171|0,189.00,Occasion,8 Go,320 Go,Lenovo,Noir,"15,6""",1366 x 768,2024-11-12T12:50:06.000Z
v1|126785573662|0,250.00,Occasion,8 Go,256 Go,Apple,Argenté,"13,3""",,2024-11-19T13:25:48.000Z
v1|296169993413|0,239.52,Occasion,8 Go,256 Go,Dell,Noir,39.6cm,1920 x 1080,2024-01-17T04:27:34.000Z
v1|156519990988|0,95.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1366 x 768,2024-11-15T20:09:12.000Z
v1|387727899261|0,1000.00,Occasion,16 Go,512 Go,MSI,Noir,"15,6""",1920 x 1080,2024-12-14T12:22:13.000Z
v1|267062740370|0,79.00,Occasion,4 Go,250 Go,Lenovo,Noir,"14""",1366 x 768,2024-11-13T10:50:33.000Z
v1|126800767736|0,150.00,Occasion,16 Go,512 Go,HP,Argenté,"13""",,2024-11-28T10:24:04.000Z
v1|326151294892|0,175.00,Occasion,16 Go,256 Go,HP,Gris,"15""",1366 x 768,2024-06-04T12:33:44.000Z
v1|393671404225|0,239.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1366 x 768,2021-11-03T11:29:03.000Z
v1|285968585328|0,109.00,Occasion,4 Go,120 Go,HP,,"15,6""",,2024-07-19T13:23:59.000Z
v1|176732683744|0,295.00,Occasion,8 Go,256 Go,HP,,"17,3""",,2024-12-12T22:01:43.000Z
v1|186705334195|0,70.00,Occasion,4 Go,320 Go,Apple,Gris,"13""",1280 x 800,2024-09-27T23:34:36.000Z
v1|186676730202|0,68.00,Occasion,4 Go,320 Go,Toshiba,Noir,"15,6""",1366 x 768,2024-09-08T17:03:26.000Z
v1|126825657594|0,250.00,Occasion,8 Go,256 Go,HP,Gris,"15,6""",1920 x 1080,2024-12-11T14:54:09.000Z
v1|256662640605|0,80.00,Occasion,4 Go,250 Go,Lenovo,Noir,"14""",1366 x 768,2024-10-02T14:25:31.000Z
v1|126775185566|0,219.00,Occasion,16 Go,512 Go,Dell,Argenté,"14""",,2024-11-13T10:10:45.000Z
v1|186748481325|0,55.00,Occasion,4 Go,Sans,Packard Bell,Noir,"17,3""",1600 x 900,2024-10-26T08:28:28.000Z
v1|196295437691|0,299.00,Très bon état - Reconditionné,16Go,256 Go,HP,Noir,"14""",1920 * 1080,2024-03-15T15:43:40.000Z
v1|186836306395|0,240.00,Occasion,8 Go,8 Go,Apple,,"12""",,2024-12-11T00:43:44.000Z
v1|395970530579|0,80.00,Occasion,4 GB,32 GB,Acer,,"14""",,2024-12-05T17:15:39.000Z
v1|235827717507|0,299.00,État correct - Reconditionné,16 Go,500 Go,HP,,"13,3""",1920 x 1080,2024-11-12T13:36:32.000Z
v1|126821773583|0,130.00,Occasion,8 Go,256 Go,Apple,Argenté,"13,3""",1440 x 900,2024-12-09T10:47:56.000Z
v1|335727305743|0,60.00,Occasion,6 Go,500 Go,HP,,"15,6""",,2024-12-13T12:29:39.000Z
v1|126764455081|0,279.00,Occasion,16 Go,512 Go,Lenovo,Noir,"14""",,2024-11-07T08:30:40.000Z
v1|126687839580|0,139.00,Occasion,8 Go,512 Go,HP,Gris,"15""",,2024-09-23T10:29:29.000Z
v1|335732063297|0,65.00,Occasion,4 Go,500 Go,ASUS,,"15,6""",,2024-12-16T09:30:35.000Z
v1|186706568840|0,51.00,Occasion,4 Go,250 Go,Dell,Noir,"14,1""",1366×768,2024-09-28T21:44:14.000Z
v1|196828678448|0,230.00,Occasion,16 Go,1 To,Dell,,"15,6""",,2024-11-19T11:40:10.000Z
v1|126682825191|0,150.00,Occasion,8 Go,256 Go,Lenovo,Noir,"15,6""",,2024-09-20T07:32:19.000Z
v1|335593784213|0,240.00,Occasion,16 Go,256 Go,Dell,Argenté,"13.3""",titre,2024-09-28T11:31:09.000Z
v1|176714121541|0,500.00,Occasion,24 Go,1 To,MSI,Noir,"17,3""",1920 x 1080,2024-12-01T20:02:41.000Z
v1|365254556094|0,329.90,Neuf,128 Go,8 Go,Lenovo,Gris,"15""",2160 x 1350,2024-11-27T17:21:09.000Z
v1|126802696486|0,300.00,Occasion,16 Go,256 Go,Apple,Gris,"13,3""",2560 x 1600,2024-11-29T11:23:41.000Z
v1|126682825080|0,139.00,Occasion,8 Go,256 Go,Dell,Noir/Gris,"14""",1920 x 1080,2024-09-20T07:32:19.000Z
v1|196347242247|0,60.00,Occasion,4 Go,500 Go,Dell,Noir,"15,6""",,2024-04-15T20:09:01.000Z
v1|316049773690|0,700.00,Occasion,8 Go,245,Apple,Gris,"13""",2560 x 1600,2024-12-14T13:50:35.000Z
v1|126835538361|0,300.00,Occasion,8 Go,256 Go,Apple,Argenté,"13""",,2024-12-17T11:52:28.000Z
v1|186706551717|0,40.00,Occasion,3 Go,250 Go,HP,Noir,"15,4""",1366 x 768,2024-09-28T21:20:25.000Z
v1|387518724965|0,271.00,Occasion,8 Go,480Go,Apple,Argenté,27'',2560 x 1600,2024-10-21T17:53:08.000Z
v1|387097461596|0,239.00,Occasion,8 Go,256 Go,DELL,,"12""",1366 x 768,2024-06-18T17:59:42.000Z
v1|186105725788|0,199.00,Occasion,8 Go,8 Go,HP,Gris,"14""",,2023-10-03T11:46:14.000Z
v1|186844550498|0,75.00,Occasion,6 Go,320 Go,Lenovo,Noir,"14""",1366 x 768,2024-12-15T21:18:44.000Z
v1|176591828249|0,395.00,Occasion,16 Go,500 Go,HP,,"17,3""",,2024-09-23T12:25:57.000Z
v1|186677162146|0,67.00,Occasion,4 Go,500 Go,HP,Marron,"13,3""",1366 x 768,2024-09-08T22:40:41.000Z
v1|126775287037|0,129.00,Occasion,8 Go,256 Go,HP,Argenté,"15,6""",,2024-11-13T11:56:14.000Z
v1|285669696837|0,180.00,Occasion,8 Go,128 Go,Lenovo,,"14""",,2024-01-25T14:27:57.000Z
v1|126682825038|0,175.00,Occasion,16 Go,256 Go,Dell,Gris,"15,6""",1920 x 1080,2024-09-20T07:32:19.000Z
v1|126793703636|0,400.00,Occasion,16 Go,256 Go,Apple,Argenté,"15,4""",,2024-11-24T13:29:34.000Z
v1|167174961514|0,178.40,Occasion,8 Go,512 Go,Lenovo,Noir,"14""",‎1366 x 768,2024-12-13T23:14:32.000Z
v1|126802713936|0,350.00,Occasion,16 Go,256 Go,Apple,Gris,"15,4""",2880 x 1800,2024-11-29T11:41:20.000Z
v1|126810753972|0,349.00,Occasion,8 Go,256 Go,HP,Argenté,"15""",,2024-12-03T08:47:12.000Z
v1|186748481022|0,45.00,Occasion,3 Go,160 Go,Acer,Noir,"17""",1440 x 900,2024-10-26T08:27:47.000Z
v1|126715938543|0,380.00,Occasion,8 Go,256 Go,Apple,Gris,"13,3""",,2024-10-10T13:28:11.000Z
v1|186778682325|0,199.00,Occasion,8 Go,240 Go,LENOVO,,"14,1 &quot;",,2024-11-12T15:13:37.000Z
v1|126784110321|0,425.95,Occasion,16 Go,512 Go,Dell,Gris,"15,6""",,2024-11-18T15:47:25.000Z
v1|275425811357|0,80.00,Occasion,4 Go,500 Go,HP,Noir,"12""",1366 x 768,2022-08-17T10:04:59.000Z
v1|196795854733|0,78.00,Occasion,8 Go,320 Go,Dell,,"14""",,2024-11-09T17:07:15.000Z
v1|126785300014|0,300.00,Occasion,8 Go,128 Go,Apple,Argenté,"13,3""",,2024-11-19T10:22:54.000Z
v1|286184851250|0,450.00,Occasion,8 Go,256 Go,Panasonic,,"10,1""",,2024-11-27T09:00:31.000Z
v1|196870564121|0,239.00,État correct - Reconditionné,16Go,512Go SSD,Dell,Noir,"14""",1366 x 768,2024-12-03T19:01:34.000Z
v1|356365265810|0,300.00,Occasion,8 Go,256 Go,HP,Gris,"13""",1920 x 1080,2024-12-11T15:54:01.000Z
v1|176720719217|0,129.00,Occasion,8 Go,240 Go,HP,Noir,"17,3""",,2024-12-05T15:43:32.000Z
v1|126717647193|0,290.00,Occasion,8 Go,256 Go,Apple,Gris,"12""",,2024-10-11T13:17:03.000Z
v1|335731133904|0,52.00,Occasion,4 Go,500 Go,Dell,Noir,"14""",1366×768,2024-12-15T19:03:52.000Z
v1|146187815359|0,799.00,Occasion,16 Go,512 Go,HP,Noir,"15,6""",1920 x 1080,2024-11-12T20:12:27.000Z
v1|196879777186|0,470.00,Occasion,8 Go,256 Go,MSI,Noir,"15,6""",,2024-12-07T16:39:36.000Z
v1|356381912120|0,1100.00,Occasion,16 Go,512 Go,Microsoft,Argent,"14,5"" (36,83 cm)",,2024-12-17T12:21:07.000Z
v1|126682825096|0,129.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",,2024-09-20T07:32:19.000Z
v1|126775062076|0,85.00,Occasion,16 Go,256 Go,Toshiba,Gris,"13,3",,2024-11-13T08:07:06.000Z
v1|126682825157|0,179.95,Occasion,256 Go,256 Go,Dell,Gris,"14""",,2024-09-20T07:32:19.000Z
v1|126682825072|0,95.00,Occasion,8 Go,250 Go,Fujitsu,Noir,"15,6""",1366 x 768,2024-09-20T07:32:19.000Z
v1|126727151193|0,239.00,Occasion,8 Go,128 Go,Microsoft,Argenté,"13,5""",,2024-10-16T17:33:50.000Z
v1|146268220371|0,200.00,Occasion,8 Go,1050 Go,Samsung,Noir,"15,6""",1366 x 768,2024-12-14T16:48:47.000Z
v1|135420803541|0,399.00,Très bon état - Reconditionné,16 Go,256 Go,Lenovo,Noir,"15,6""",1920 x 1080,2024-12-04T14:28:38.000Z
v1|135445737100|0,80.00,Occasion,4 Go,500 Go,ASUS,Noir,"17,3""",,2024-12-16T12:31:26.000Z
v1|276762475676|0,59.00,Occasion,4 Go,500 Go,ASUS,Noir,"14""",1366 x 768,2024-12-01T23:04:27.000Z
v1|196890364887|0,140.00,Occasion,8 Go,256 Go,HP,Noir,"14""",1366 x 768,2024-12-12T11:41:43.000Z
v1|196795522494|0,250.00,Occasion,8 Go,256 Go,Dell,Gris,"13""",1920 x 1080,2024-11-09T14:57:28.000Z
v1|196866477277|0,200.00,Occasion,8 Go,256 Go,Fujitsu,Noir,"12""",1366 x 768,2024-12-02T09:44:47.000Z
v1|196874747160|0,300.00,Occasion,8 Go,256 Go,Acer,Noir,"15""",1920 x 1080,2024-12-05T13:34:00.000Z
v1|325919824198|0,149.00,Occasion,16 Go,256 Go,Dell,Noir,"14""",,2023-12-08T08:57:30.000Z
v1|365291976776|0,890.00,Occasion,16 Go,256 Go,Dell,Noir,"13""",1920 x 1080,2024-12-17T16:53:22.000Z
v1|196873216440|0,390.00,Occasion,16 Go,512 Go,Microsoft,Bleu,"13,5""",2256 x 1504,2024-12-04T20:48:37.000Z
v1|196825097353|0,150.00,Occasion,8 Go,256 Go,HP,Gris,"14""",1366 x 768,2024-11-18T09:59:31.000Z
v1|196795288085|0,390.00,Occasion,16 Go,256 Go,HP,Gris,"15""",1920 x 1080,2024-11-09T13:17:22.000Z
v1|196885994844|0,150.00,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1366 x 768,2024-12-10T07:38:03.000Z
v1|365141250207|0,150.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",,2024-09-26T10:34:12.000Z
v1|405356525002|0,269.00,Occasion,8 Go,256 Go,HP,Argenté,"14""",,2024-11-21T08:42:54.000Z
v1|186840595661|0,130.00,Occasion,16 Go,256 Go,HP,Argenté,"12,5""",1920 x 1080,2024-12-13T08:10:21.000Z
v1|196760271339|0,200.00,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768,2024-10-29T08:49:53.000Z
v1|196853006939|0,300.00,Occasion,16 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080,2024-11-27T20:56:33.000Z
v1|196763296580|0,387.23,Occasion,4 Go,NA,Sony,NA,NA,NA,2024-10-30T07:20:02.000Z
v1|135101278030|0,240.00,Très bon état - Reconditionné,16 Go,256 Go,Dell,Noir,"14""",1366 x 768,2024-06-12T16:09:57.000Z
v1|146268220636|0,300.00,Occasion,16 Go,1 To,Acer,Noir,"17,3""",1920 x 1080,2024-12-14T16:48:54.000Z
v1|196855177923|0,390.00,Occasion,8 Go,256 Go,HP,Gris,"15""",1366 x 768,2024-11-28T12:40:44.000Z
v1|395931616893|0,110.00,Occasion,128 mb (256 max),20 Go,Fujitsu,,"13,3""",1024 x 768,2024-11-23T17:17:06.000Z
v1|126712500731|0,378.00,Occasion,8 Go,1 To,Acer Nitro 5,Noir,"15,6""",1920 x 1080,2024-10-08T14:24:02.000Z
v1|365279619501|0,270.00,Occasion,8 Go,256 Go,Dell,Noir,"13,3""",1920 x 1080,2024-12-10T16:10:13.000Z
v1|356059112606|0,179.00,Très bon état - Reconditionné,8 Go,256 Go,Lenovo,Noir,"13,3""",1920 x 1080,2024-09-18T09:45:58.000Z
v1|256664821195|0,109.00,Occasion,2GB,160 Go,HP,Noir,"14""",,2024-10-04T11:22:16.000Z
v1|176732691024|0,125.00,Occasion,4 Go,256 Go,Fujitsu,,"15,6""",,2024-12-12T22:09:21.000Z
v1|167182680334|0,279.00,Occasion,16 Go,512 Go,Dell,,"15,6""",,2024-12-16T23:05:06.000Z
v1|126486913953|0,199.00,Occasion,8 Go,700 Go,Acer,Noir,"17,3""",1600 x 900,2024-05-17T13:20:50.000Z
v1|196892064247|0,170.00,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768,2024-12-13T09:46:04.000Z
v1|116380414019|0,230.00,Très bon état - Reconditionné,8Go,256 Go,HP,Gris,"14""",,2024-11-04T11:49:11.000Z
v1|356079530565|0,479.00,Occasion,16 Go,500 Go,Dell,Gris,"15,6""",1920 x 1080,2024-09-23T15:40:36.000Z
v1|256727312993|0,399.00,Occasion,4 Go,256 Go,Panasonic,Argenté,"13,3""",1024 x 768,2024-11-24T16:55:24.000Z
v1|196885994847|0,200.00,Occasion,16 Go,256 Go,Dell,Noir,"14""",1366 x 768,2024-12-10T07:38:03.000Z
v1|146268220457|0,750.00,Occasion,16 Go,512 Go,MSI,Noir,"17,3""",1920 x 1080,2024-12-14T16:48:50.000Z
v1|196861621307|0,230.00,Occasion,8 Go,256 Go,Dell,Gris,"15""",1920 x 1080,2024-11-30T16:33:07.000Z
v1|286188969348|0,70.00,Occasion,4 Go,500 Go,Acer,,"13""",,2024-11-29T08:26:57.000Z
v1|196861316553|0,270.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-30T14:19:42.000Z
v1|196848867959|0,150.00,Occasion,8 Go,500 Go,Lenovo,Noir,"14""",1920 x 1080,2024-11-26T09:31:09.000Z
v1|256563870924|0,190.00,Occasion,4 Go,250 Go,ASUS,Noir,"17,3""",1600 x 900,2024-07-05T12:49:28.000Z
v1|326255205602|0,169.00,Occasion,16 Go,256 Go,Dell,Noir,"13,9""",,2024-09-02T10:20:43.000Z
v1|196766738912|0,350.00,Occasion,8 Go,256 Go,Lenovo,Noir,"13""",1920 x 1080,2024-10-31T12:01:08.000Z
v1|116419039097|0,115.00,Occasion,4 Go,240Go,ASUS,Noir,"15""",1366 x 768,2024-12-13T10:33:30.000Z
v1|196890364889|0,290.00,Occasion,8 Go,256 Go,HP,Gris,"15""",1920 x 1080,2024-12-12T11:41:43.000Z
v1|196814431759|0,220.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-15T07:25:22.000Z
v1|196876772806|0,200.00,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768,2024-12-06T09:33:05.000Z
v1|365252655106|0,175.00,Occasion,8 Go,256 Go,HP,Argenté,"14""",1366 x 768,2024-11-26T15:54:53.000Z
v1|266219125056|0,129.99,Occasion,8 Go,128 Go,Dell,Argenté,"12,5""",1366 x 768,2023-04-14T10:07:03.000Z
v1|196890364885|0,790.00,Occasion,24 Go,1 To,Razer,Noir,"15""",1920 x 1080,2024-12-12T11:41:43.000Z
v1|186809283563|0,539.00,Occasion,8 Go,256 Go,Apple,Argenté,"13""",,2024-11-26T17:30:26.000Z
v1|135297195019|0,309.00,Très bon état - Reconditionné,16 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-10-12T16:24:40.000Z
v1|196747836351|0,140.00,Occasion,8 Go,128 Go,Fujitsu,Noir,"14""",1366 x 768,2024-10-25T10:50:19.000Z
v1|267083089079|0,420.00,Occasion,16 Go,15 Go,Apple,Gris,"15""",2880 x 1800,2024-12-01T11:28:00.000Z
v1|196736353884|0,130.00,Occasion,8 Go,128 Go,Toshiba,Noir,"15,6""",1360 x 768,2024-10-20T09:59:02.000Z
v1|196794615349|0,240.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-09T08:22:01.000Z
v1|196861302352|0,260.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-30T14:10:07.000Z
v1|196832128951|0,270.00,Occasion,8 Go,256 Go,Dell,Gris,"14""",1920 x 1080,2024-11-20T13:19:29.000Z
v1|375860463471|0,237.93,Occasion,4 Go,128 Go,APPLE,,13.3'',1440 x 900,2024-12-11T18:14:28.000Z
v1|276776369155|0,150.00,Occasion,4 Go,240 Go,ASUS,Noir,"15,6""",,2024-12-12T06:15:42.000Z
v1|305707531717|0,149.50,Occasion,8 Go,240,LENOVO,,12.5 Pouces,,2024-08-02T22:31:30.000Z
v1|196822637625|0,240.00,Occasion,8 Go,256 Go,Toshiba,,"14""",1920 x 1080,2024-11-17T17:18:37.000Z
v1|196861621306|0,270.00,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080,2024-11-30T16:33:07.000Z
v1|196795984334|0,370.00,Occasion,8 Go,256 Go,Dell,Noir,"15""",1920 x 1080,2024-11-09T18:27:10.000Z
v1|196822637628|0,140.00,Occasion,4 Go,128 Go,Toshiba,Noir,"13,3""",1920 x 1080,2024-11-17T17:18:37.000Z
